IDs_interactor_A	IDs_interactor_B	interactor_IDs_databases_A	interactor_IDs_databases_B	Taxid_interactor_A	Taxid_interactor_B	Publication_Identifiers	Confidence_values	Host_organisms	bait_prey_status_A	bait_prey_status_B	Interaction_detection_methods	Interaction_types	Interaction_identifiers	Expansion_methods	Features_interactor_A	Features_interactor_B	Identification_method_participant_A	Identification_method_participant_B	binding_region_A_start	binding_region_A_end	binding_region_B_start	binding_region_B_end	binding_region_A_type	binding_region_B_type	pair_id
Q3KST5	Q66542	uniprotkb	uniprotkb	10376	10376	17446270	0.51	9606	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2621748|imex:IM-20435-50	-	sufficient binding region:1-162|tag:?-?	sufficient binding region:1-1318|glutathione s tranferase tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"	1	162			sufficient_binding_region		Q3KST5|Q66542
Q3KST5	Q66542	uniprotkb	uniprotkb	10376	10376	17446270	0.51	9606	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2621748|imex:IM-20435-50	-	sufficient binding region:1-162|tag:?-?	sufficient binding region:1-1318|glutathione s tranferase tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"			1	1318		sufficient_binding_region	Q3KST5|Q66542
Q3KST5	Q66542	uniprotkb	uniprotkb	10376	10376	17446270	0.51	9606	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2621748|imex:IM-20435-50	-	sufficient binding region:1-162|tag:?-?	sufficient binding region:1-1318|glutathione s tranferase tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"							Q3KST5|Q66542
Q3KSP5	Q3KSP5	uniprotkb	uniprotkb	10376	10376	17446270	0.51	9606	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2621763|imex:IM-20435-51	-	sufficient binding region:?-?|tag:?-?	sufficient binding region:?-?|glutathione s tranferase tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"					undetermined_position	undetermined_position	Q3KSP5|Q3KSP5
Q3KSP5	Q3KSP5	uniprotkb	uniprotkb	10376	10376	17446270	0.51	9606	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2621763|imex:IM-20435-51	-	sufficient binding region:?-?|tag:?-?	sufficient binding region:?-?|glutathione s tranferase tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"						undetermined_position	Q3KSP5|Q3KSP5
Q3KSP5	Q3KSP5	uniprotkb	uniprotkb	10376	10376	17446270	0.51	9606	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2621763|imex:IM-20435-51	-	sufficient binding region:?-?|tag:?-?	sufficient binding region:?-?|glutathione s tranferase tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"					undetermined_position		Q3KSP5|Q3KSP5
Q3KSP5	Q3KSP5	uniprotkb	uniprotkb	10376	10376	17446270	0.51	9606	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2621763|imex:IM-20435-51	-	sufficient binding region:?-?|tag:?-?	sufficient binding region:?-?|glutathione s tranferase tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"							Q3KSP5|Q3KSP5
P03209	Q3KSP5	uniprotkb	uniprotkb	10377	10376	17446270	0.51	9606	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2621777|imex:IM-20435-52	-	sufficient binding region:1-605|tag:?-?	sufficient binding region:?-?|glutathione s tranferase tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"	1	605			sufficient_binding_region	undetermined_position	P03209|Q3KSP5
P03209	Q3KSP5	uniprotkb	uniprotkb	10377	10376	17446270	0.51	9606	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2621777|imex:IM-20435-52	-	sufficient binding region:1-605|tag:?-?	sufficient binding region:?-?|glutathione s tranferase tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"	1	605			sufficient_binding_region		P03209|Q3KSP5
P03209	Q3KSP5	uniprotkb	uniprotkb	10377	10376	17446270	0.51	9606	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2621777|imex:IM-20435-52	-	sufficient binding region:1-605|tag:?-?	sufficient binding region:?-?|glutathione s tranferase tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"						undetermined_position	P03209|Q3KSP5
P03209	Q3KSP5	uniprotkb	uniprotkb	10377	10376	17446270	0.51	9606	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2621777|imex:IM-20435-52	-	sufficient binding region:1-605|tag:?-?	sufficient binding region:?-?|glutathione s tranferase tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"							P03209|Q3KSP5
P0CK49	Q3KSR9	uniprotkb	uniprotkb	10377	10376	17446270	0.51	9606	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2621792|imex:IM-20435-53	-	tag:?-?|sufficient binding region:1-218	sufficient binding region:1-613|glutathione s tranferase tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"			1	613		sufficient_binding_region	P0CK49|Q3KSR9
P0CK49	Q3KSR9	uniprotkb	uniprotkb	10377	10376	17446270	0.51	9606	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2621792|imex:IM-20435-53	-	tag:?-?|sufficient binding region:1-218	sufficient binding region:1-613|glutathione s tranferase tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"	1	218	1	613	sufficient_binding_region	sufficient_binding_region	P0CK49|Q3KSR9
P0CK49	Q3KSR9	uniprotkb	uniprotkb	10377	10376	17446270	0.51	9606	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2621792|imex:IM-20435-53	-	tag:?-?|sufficient binding region:1-218	sufficient binding region:1-613|glutathione s tranferase tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"							P0CK49|Q3KSR9
P0CK49	Q3KSR9	uniprotkb	uniprotkb	10377	10376	17446270	0.51	9606	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2621792|imex:IM-20435-53	-	tag:?-?|sufficient binding region:1-218	sufficient binding region:1-613|glutathione s tranferase tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"	1	218			sufficient_binding_region		P0CK49|Q3KSR9
P0CK58	Q1HVC7	uniprotkb	uniprotkb	10377	82830	17446270	0.51	9606	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2621807|imex:IM-20435-54	-	sufficient binding region:1-220|tag:?-?	sufficient binding region:261-605|glutathione s tranferase tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"	1	220	261	605	sufficient_binding_region	sufficient_binding_region	P0CK58|Q1HVC7
P0CK58	Q1HVC7	uniprotkb	uniprotkb	10377	82830	17446270	0.51	9606	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2621807|imex:IM-20435-54	-	sufficient binding region:1-220|tag:?-?	sufficient binding region:261-605|glutathione s tranferase tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"	1	220			sufficient_binding_region		P0CK58|Q1HVC7
P0CK58	Q1HVC7	uniprotkb	uniprotkb	10377	82830	17446270	0.51	9606	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2621807|imex:IM-20435-54	-	sufficient binding region:1-220|tag:?-?	sufficient binding region:261-605|glutathione s tranferase tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"			261	605		sufficient_binding_region	P0CK58|Q1HVC7
P0CK58	Q1HVC7	uniprotkb	uniprotkb	10377	82830	17446270	0.51	9606	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2621807|imex:IM-20435-54	-	sufficient binding region:1-220|tag:?-?	sufficient binding region:261-605|glutathione s tranferase tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"							P0CK58|Q1HVC7
P0C701	Q66542	uniprotkb	uniprotkb	10376	10376	17446270	0.51	9606	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2621823|imex:IM-20435-55	-	sufficient binding region:171-302|tag:?-?	sufficient binding region:1-667|glutathione s tranferase tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"	171	302	1	667	sufficient_binding_region	sufficient_binding_region	P0C701|Q66542
P0C701	Q66542	uniprotkb	uniprotkb	10376	10376	17446270	0.51	9606	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2621823|imex:IM-20435-55	-	sufficient binding region:171-302|tag:?-?	sufficient binding region:1-667|glutathione s tranferase tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"	171	302			sufficient_binding_region		P0C701|Q66542
P0C701	Q66542	uniprotkb	uniprotkb	10376	10376	17446270	0.51	9606	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2621823|imex:IM-20435-55	-	sufficient binding region:171-302|tag:?-?	sufficient binding region:1-667|glutathione s tranferase tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"			1	667		sufficient_binding_region	P0C701|Q66542
P0C701	Q66542	uniprotkb	uniprotkb	10376	10376	17446270	0.51	9606	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2621823|imex:IM-20435-55	-	sufficient binding region:171-302|tag:?-?	sufficient binding region:1-667|glutathione s tranferase tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"							P0C701|Q66542
P0C6Z5	P0C734	uniprotkb	uniprotkb	10376	10376	17446270	0.51	9606	bait	prey	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2621845|imex:IM-20435-56	-	sufficient binding region:30-223|glutathione s tranferase tag:?-?	sufficient binding region:?-?|tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"	30	223			sufficient_binding_region	undetermined_position	P0C6Z5|P0C734
P0C6Z5	P0C734	uniprotkb	uniprotkb	10376	10376	17446270	0.51	9606	bait	prey	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2621845|imex:IM-20435-56	-	sufficient binding region:30-223|glutathione s tranferase tag:?-?	sufficient binding region:?-?|tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"						undetermined_position	P0C6Z5|P0C734
P0C6Z5	P0C734	uniprotkb	uniprotkb	10376	10376	17446270	0.51	9606	bait	prey	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2621845|imex:IM-20435-56	-	sufficient binding region:30-223|glutathione s tranferase tag:?-?	sufficient binding region:?-?|tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"	30	223			sufficient_binding_region		P0C6Z5|P0C734
P0C6Z5	P0C734	uniprotkb	uniprotkb	10376	10376	17446270	0.51	9606	bait	prey	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2621845|imex:IM-20435-56	-	sufficient binding region:30-223|glutathione s tranferase tag:?-?	sufficient binding region:?-?|tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"							P0C6Z5|P0C734
A8CSJ8	Q3KSS3	uniprotkb	uniprotkb	10376	10376	17446270	0.51	9606	bait	prey	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2621860|imex:IM-20435-57	-	sufficient binding region:129-386|glutathione s tranferase tag:?-?	sufficient binding region:1-137|tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"	129	386	1	137	sufficient_binding_region	sufficient_binding_region	A8CSJ8|Q3KSS3
A8CSJ8	Q3KSS3	uniprotkb	uniprotkb	10376	10376	17446270	0.51	9606	bait	prey	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2621860|imex:IM-20435-57	-	sufficient binding region:129-386|glutathione s tranferase tag:?-?	sufficient binding region:1-137|tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"			1	137		sufficient_binding_region	A8CSJ8|Q3KSS3
A8CSJ8	Q3KSS3	uniprotkb	uniprotkb	10376	10376	17446270	0.51	9606	bait	prey	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2621860|imex:IM-20435-57	-	sufficient binding region:129-386|glutathione s tranferase tag:?-?	sufficient binding region:1-137|tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"	129	386			sufficient_binding_region		A8CSJ8|Q3KSS3
A8CSJ8	Q3KSS3	uniprotkb	uniprotkb	10376	10376	17446270	0.51	9606	bait	prey	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2621860|imex:IM-20435-57	-	sufficient binding region:129-386|glutathione s tranferase tag:?-?	sufficient binding region:1-137|tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"							A8CSJ8|Q3KSS3
Q3KSS4	Q3KSS4	uniprotkb	uniprotkb	10376	10376	17446270	0.51	9606	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2649508|imex:IM-20435-231	-	sufficient binding region:379-641|tag:?-?	sufficient binding region:379-641|glutathione s tranferase tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"	379	641	379	641	sufficient_binding_region	sufficient_binding_region	Q3KSS4|Q3KSS4
Q3KSS4	Q3KSS4	uniprotkb	uniprotkb	10376	10376	17446270	0.51	9606	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2649508|imex:IM-20435-231	-	sufficient binding region:379-641|tag:?-?	sufficient binding region:379-641|glutathione s tranferase tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"			379	641		sufficient_binding_region	Q3KSS4|Q3KSS4
Q3KSS4	Q3KSS4	uniprotkb	uniprotkb	10376	10376	17446270	0.51	9606	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2649508|imex:IM-20435-231	-	sufficient binding region:379-641|tag:?-?	sufficient binding region:379-641|glutathione s tranferase tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"	379	641			sufficient_binding_region		Q3KSS4|Q3KSS4
Q3KSS4	Q3KSS4	uniprotkb	uniprotkb	10376	10376	17446270	0.51	9606	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2649508|imex:IM-20435-231	-	sufficient binding region:379-641|tag:?-?	sufficient binding region:379-641|glutathione s tranferase tag:?-?	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"							Q3KSS4|Q3KSS4
Q3KSU1	Q3KSU1	uniprotkb	uniprotkb	10376	10376	17446270	0.51	9606	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2649545|imex:IM-20435-232	-	tag:?-?|sufficient binding region:1-479	glutathione s tranferase tag:?-?|sufficient binding region:1-479	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"							Q3KSU1|Q3KSU1
Q3KSU1	Q3KSU1	uniprotkb	uniprotkb	10376	10376	17446270	0.51	9606	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2649545|imex:IM-20435-232	-	tag:?-?|sufficient binding region:1-479	glutathione s tranferase tag:?-?|sufficient binding region:1-479	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"	1	479			sufficient_binding_region		Q3KSU1|Q3KSU1
Q3KSU1	Q3KSU1	uniprotkb	uniprotkb	10376	10376	17446270	0.51	9606	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2649545|imex:IM-20435-232	-	tag:?-?|sufficient binding region:1-479	glutathione s tranferase tag:?-?|sufficient binding region:1-479	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"			1	479		sufficient_binding_region	Q3KSU1|Q3KSU1
Q3KSU1	Q3KSU1	uniprotkb	uniprotkb	10376	10376	17446270	0.51	9606	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-2649545|imex:IM-20435-232	-	tag:?-?|sufficient binding region:1-479	glutathione s tranferase tag:?-?|sufficient binding region:1-479	"psi-mi:""MI:0707""(anti tag immunostaining)"	"psi-mi:""MI:0707""(anti tag immunostaining)"	1	479	1	479	sufficient_binding_region	sufficient_binding_region	Q3KSU1|Q3KSU1
P04871	P04871	uniprotkb	uniprotkb	46015	46015	19959989	0.68	-1	neutral component	neutral component	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-7644434|mint:MINT-7720559|imex:IM-15566-1	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							P04871|P04871
P04871	P04871	uniprotkb	uniprotkb	46015	46015	19959989	0.68	-1	neutral component	neutral component	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0195""(covalent binding)"	intact:EBI-7644507|mint:MINT-7720618|imex:IM-15566-3	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							P04871|P04871
P04871	P04871	uniprotkb	uniprotkb	46015	46015	19959989	0.68	-1	neutral component	neutral component	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0195""(covalent binding)"	intact:EBI-7644497|mint:MINT-7720591|imex:IM-15566-2	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							P04871|P04871
P0DOE5	P0DOE5	uniprotkb	uniprotkb	11259	11259	20471980	0.52	-1	neutral component	neutral component	"psi-mi:""MI:0040""(electron microscopy)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-7973480|mint:MINT-7890776|imex:IM-15715-1	-	flag tag:?-?(MINT-7890780)	flag tag:?-?(MINT-7890780)	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							P0DOE5|P0DOE5
P0DOE5	P0DOE5	uniprotkb	uniprotkb	11259	11259	20471980	0.52	-1	neutral component	neutral component	"psi-mi:""MI:0040""(electron microscopy)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-7973492|mint:MINT-7890784|imex:IM-15715-2	-	flag tag:?-?(MINT-7890787)	flag tag:?-?(MINT-7890787)	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							P0DOE5|P0DOE5
P0DOE5	P0DOE5	uniprotkb	uniprotkb	11259	11259	20471980	0.52	-1	neutral component	neutral component	"psi-mi:""MI:0091""(chromatography technology)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-7973514|mint:MINT-7890792|imex:IM-15715-3	-	flag tag:?-?(MINT-7890795)	flag tag:?-?(MINT-7890795)	"psi-mi:""MI:0817""(molecular weight estimation by silver staining)"	"psi-mi:""MI:0817""(molecular weight estimation by silver staining)"							P0DOE5|P0DOE5
P0DOE5	P0DOE5	uniprotkb	uniprotkb	11259	11259	20471980	0.52	-1	neutral component	neutral component	"psi-mi:""MI:0091""(chromatography technology)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-7973527|mint:MINT-7890805|imex:IM-15715-4	-	flag tag:?-?(MINT-7890808)	flag tag:?-?(MINT-7890808)	"psi-mi:""MI:0705""(anti tag western blot)"	"psi-mi:""MI:0705""(anti tag western blot)"							P0DOE5|P0DOE5
Q8JL80	Q8JL80	uniprotkb	uniprotkb	265874	265874	20727575	0.44	-1	neutral component	neutral component	"psi-mi:""MI:0071""(molecular sieving)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-2927553|imex:IM-15164-2	-	his tag:c-c	his tag:c-c	"psi-mi:""MI:0818""(molecular weight estimation by coomasie staining)"	"psi-mi:""MI:0818""(molecular weight estimation by coomasie staining)"							Q8JL80|Q8JL80
P21062	P21062	uniprotkb	uniprotkb	10249	10249	20727575	0.44	-1	neutral component	neutral component	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-2927616|imex:IM-15164-7	-	sufficient binding region:15-399(IPR001627)	sufficient binding region:15-399(IPR001627)	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	15	399	15	399	sufficient_binding_region	sufficient_binding_region	P21062|P21062
P08669	P08669	uniprotkb	uniprotkb	11622	11622	20875414	0.4	10029	neutral component	neutral component	"psi-mi:""MI:0013""(biophysical)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-8411281|mint:MINT-7997004|imex:IM-15848-1	-	mutation decreasing interaction:457-457(MINT-7997018)|mutation decreasing interaction:455-455(MINT-7997012)|mutation decreasing interaction:456-456(MINT-7997015)|mutation decreasing interaction:454-454(MINT-7997009)|binding-associated region:451-491(MINT-7997024)	mutation decreasing interaction:457-457(MINT-7997018)|mutation decreasing interaction:455-455(MINT-7997012)|mutation decreasing interaction:456-456(MINT-7997015)|mutation decreasing interaction:454-454(MINT-7997009)|binding-associated region:451-491(MINT-7997024)	"psi-mi:""MI:0113""(western blot)"	"psi-mi:""MI:0113""(western blot)"							P08669|P08669
P08669	P08669	uniprotkb	uniprotkb	11622	11622	20875414	0.4	10029	neutral component	neutral component	"psi-mi:""MI:0013""(biophysical)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-8411281|mint:MINT-7997004|imex:IM-15848-1	-	mutation decreasing interaction:457-457(MINT-7997018)|mutation decreasing interaction:455-455(MINT-7997012)|mutation decreasing interaction:456-456(MINT-7997015)|mutation decreasing interaction:454-454(MINT-7997009)|binding-associated region:451-491(MINT-7997024)	mutation decreasing interaction:457-457(MINT-7997018)|mutation decreasing interaction:455-455(MINT-7997012)|mutation decreasing interaction:456-456(MINT-7997015)|mutation decreasing interaction:454-454(MINT-7997009)|binding-associated region:451-491(MINT-7997024)	"psi-mi:""MI:0113""(western blot)"	"psi-mi:""MI:0113""(western blot)"	451	491			binding_associated_region		P08669|P08669
P08669	P08669	uniprotkb	uniprotkb	11622	11622	20875414	0.4	10029	neutral component	neutral component	"psi-mi:""MI:0013""(biophysical)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-8411281|mint:MINT-7997004|imex:IM-15848-1	-	mutation decreasing interaction:457-457(MINT-7997018)|mutation decreasing interaction:455-455(MINT-7997012)|mutation decreasing interaction:456-456(MINT-7997015)|mutation decreasing interaction:454-454(MINT-7997009)|binding-associated region:451-491(MINT-7997024)	mutation decreasing interaction:457-457(MINT-7997018)|mutation decreasing interaction:455-455(MINT-7997012)|mutation decreasing interaction:456-456(MINT-7997015)|mutation decreasing interaction:454-454(MINT-7997009)|binding-associated region:451-491(MINT-7997024)	"psi-mi:""MI:0113""(western blot)"	"psi-mi:""MI:0113""(western blot)"			451	491		binding_associated_region	P08669|P08669
P08669	P08669	uniprotkb	uniprotkb	11622	11622	20875414	0.4	10029	neutral component	neutral component	"psi-mi:""MI:0013""(biophysical)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-8411281|mint:MINT-7997004|imex:IM-15848-1	-	mutation decreasing interaction:457-457(MINT-7997018)|mutation decreasing interaction:455-455(MINT-7997012)|mutation decreasing interaction:456-456(MINT-7997015)|mutation decreasing interaction:454-454(MINT-7997009)|binding-associated region:451-491(MINT-7997024)	mutation decreasing interaction:457-457(MINT-7997018)|mutation decreasing interaction:455-455(MINT-7997012)|mutation decreasing interaction:456-456(MINT-7997015)|mutation decreasing interaction:454-454(MINT-7997009)|binding-associated region:451-491(MINT-7997024)	"psi-mi:""MI:0113""(western blot)"	"psi-mi:""MI:0113""(western blot)"	451	491	451	491	binding_associated_region	binding_associated_region	P08669|P08669
P04585	P04585	uniprotkb	uniprotkb	11706	11706	21156026	0.73	-1	prey	bait	"psi-mi:""MI:0411""(enzyme linked immunosorbent assay)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-8540385|mint:MINT-8053597	-	polyprotein fragment:1148-1435(MINT-8053608)|biotin tag:?-?(MINT-8053610)|binding-associated region:171-187(MINT-8053606)	binding-associated region:66-80(MINT-8053602)|polyprotein fragment:1148-1435(MINT-8053600)	"psi-mi:""MI:0411""(enzyme linked immunosorbent assay)"	"psi-mi:""MI:0396""(predetermined participant)"			66	80		binding_associated_region	P04585|P04585
